user_id,article_id
68,3242
68,75
68,2178
68,2945
68,4127
68,1324
69,592
69,3378
69,2634
69,4310
69,2290
69,3153
69,2619
69,923
69,3904
69,3458
69,3613
69,3726
69,3614
69,607
69,1130
69,1264
69,498
69,3780
69,2283
69,1390
70,416
70,3785
70,4395
70,2435
70,3263
70,1087
70,3352
70,562
70,1117
70,537
70,2144
70,3171
70,3515
70,329
70,3555
70,1555
70,185
70,2871
70,3400
70,1467
71,2568
71,3256
71,415
71,3174
71,3377
71,1196
71,3699
71,3584
71,3814
71,1229
71,2888
71,346
71,572
71,2405
71,2505
71,4174
71,3929
71,2755
71,224
71,3757
72,3444
72,2509
72,204
72,628
72,2920
72,3828
72,1453
72,1293
72,1249
72,4021
72,2593
72,3633
72,1345
72,3235
72,1275
72,1226
72,4279
72,2499
72,548
72,2967
73,2270
73,4271
73,2284
73,4339
73,3186
73,3981
73,1007
73,2484
73,259
73,178
73,2210
73,3996
73,3799
73,2754
73,4384
73,357
73,1514
73,3520
73,3471
73,925
74,227
74,3657
74,888
74,4108
74,3952
74,1146
74,3853
74,2489
74,3696
74,2388
74,2647
74,563
74,4427
74,408
74,2176
74,1282
74,4164
74,4143
74,3561
74,3488
75,80
75,1197
75,3679
75,1460
75,3575
75,252
75,2481
75,918
75,2447
75,1223
75,187
75,3289
75,2219
75,2351
75,465
75,357
75,982
75,2871
75,4059
75,2875
76,1374
76,3064
76,2107
76,3516
76,3630
76,4202
76,1052
76,345
76,4335
76,3740
76,3856
76,443
76,625
76,4250
76,1559
76,4033
76,490
76,1400
76,1003
76,3323
77,974
77,2689
77,2704
77,3658
77,1506
77,1051
77,430
77,2298
77,2112
77,3680
77,3304
77,1372
77,3759
77,3257
77,3568
77,2783
77,3588
77,2400
77,3137
77,1123
78,358
78,2371
78,4035
78,301
78,11
78,1106
78,2626
78,890
78,3236
78,3551
78,493
78,2696
78,2931
78,3378
78,4170
78,2729
78,4361
78,1253
78,3699
78,3591
79,1063
79,4241
79,2607
79,2359
79,300
79,4414
79,1282
79,3556
79,1406
79,3277
79,2841
79,2426
79,927
79,1108
79,2242
79,4161
79,1061
79,4411
79,2547
79,4193
80,3782
80,893
80,3245
80,3841
80,3725
80,2306
80,889
80,3619
80,55
80,3438
80,2672
80,540
80,3656
80,628
80,3671
80,2341
80,3241
80,4279
80,3457
80,11
81,3531
81,4195
81,2681
81,247
81,4236
81,1451
81,1038
81,964
81,1302
81,4426
81,3310
81,388
81,3638
81,1387
81,917
81,607
81,4251
81,2547
81,355
81,1010
82,2177
82,712
82,643
82,2327
82,1170
82,3796
82,258
82,304
82,1434
82,3411
82,546
82,2164
82,3984
82,406
82,3999
82,3298
82,28
82,1068
82,3207
82,4141
83,3148
83,356
83,4319
83,480
83,4070
83,3594
83,3870
83,37
83,1356
83,3605
83,117
83,425
83,631
83,1345
83,3973
83,688
83,1578
83,3712
83,4203
83,4388
84,185
84,1153
84,263
84,2327
84,4142
84,3278
84,3309
84,350
84,945
84,3183
84,989
84,2945
84,1564
84,1371
84,3069
84,2492
84,2188
84,1532
84,2696
84,2829
85,3797
85,235
85,3152
85,1026
85,2916
85,3752
85,4068
85,2914
85,1465
85,3205
85,2611
85,3874
85,3753
85,3184
85,3047
85,4137
85,115
85,3848
85,564
85,3578
86,3838
86,908
86,2756
86,966
86,2610
86,2729
86,624
86,3462
86,336
86,1214
86,2771
86,3227
86,365
86,2512
86,3181
86,618
86,3227
86,4320
86,4437
86,2912
87,3663
87,277
87,992
87,128
87,3123
87,2217
87,1102
87,3047
87,1004
87,2756
87,4031
87,356
87,241
87,413
87,2519
87,2859
87,2817
87,4251
87,3053
87,3158
88,2342
88,3557
88,3418
88,198
88,3477
88,2123
88,459
88,893
88,3112
88,2563
88,1422
88,3901
88,3255
88,4427
88,2529
88,2698
88,3734
88,1293
88,1050
88,3069
89,4217
89,2821
89,2595
89,1527
89,2562
89,215
89,4208
89,1163
89,881
89,3612
89,1366
89,939
89,3765
89,538
89,425
89,3272
89,3219
89,1005
89,4124
89,340
90,3171
90,3435
90,3201
90,2440
90,1139
90,577
90,4406
90,663
90,143
90,2533
90,522
90,2666
90,1154
90,1184
90,1101
90,2645
90,2786
90,3913
90,1057
90,1135
91,4419
91,3169
91,644
91,3080
91,2398
91,3127
91,478
91,526
91,1279
91,968
91,2272
91,3824
91,4030
91,3186
91,3775
91,1392
91,653
91,2639
91,3856
91,2728
92,370
92,3380
92,1048
92,3845
92,3399
92,4397
92,1369
92,2450
92,2866
92,1106
92,2531
92,3785
92,2962
92,3941
92,4374
92,2786
92,2233
92,2915
92,1429
92,2468
93,3555
93,3901
93,2951
93,238
93,2198
93,586
93,4378
93,1341
93,755
93,3149
93,570
93,557
93,3960
93,3956
93,2850
93,2660
93,276
93,4269
93,1054
93,502
94,262
94,1633
94,2820
94,1166
94,2560
94,115
94,933
94,4225
94,3313
94,3722
94,3789
94,3548
94,188
94,587
94,1172
94,431
94,2925
94,2682
94,2941
94,281
95,3639
95,2115
95,4044
95,3490
95,1446
95,2126
95,3895
95,1532
95,440
95,3898
95,2585
95,3940
95,3920
95,1660
95,751
95,4314
95,1180
95,594
95,2110
95,1586
96,978
96,3924
96,511
96,4307
96,1385
96,3263
96,2632
96,344
96,3374
96,928
96,392
96,3308
96,174
96,3722
96,961
96,3750
96,1513
96,4160
96,2714
96,634
97,3994
97,1258
97,4180
97,2530
97,1450
97,4377
97,4226
97,3959
97,3763
97,3386
97,4222
97,2241
97,3463
97,356
97,3762
97,4124
97,2217
97,971
97,1349
97,2637
98,1362
98,3682
98,3078
98,2903
98,860
98,64
98,3453
98,1394
98,640
98,4306
98,4359
98,655
98,686
98,3436
98,1175
98,2886
98,4105
98,1235
98,1340
98,432
99,2535
99,2196
99,2894
99,11
99,1472
99,726
99,1393
99,3774
99,1103
99,1348
99,3863
99,882
99,4253
99,2288
99,1140
99,515
99,1531
99,2406
99,348
99,3995
100,3995
100,2530
100,3483
100,4336
100,637
100,4365
100,213
100,710
100,4279
100,3193
100,3115
100,4020
100,2638
100,1070
100,516
100,522
100,1208
100,2473
100,4017
100,668
